location_id,datetime,geometry
0000002,2021-01-17T05:43:52.000000Z,"POLYGON ((5.380955218504338 43.66542972947224, 5.380955218504338 43.688483570430925, 5.349166084068736 43.688483570430925, 5.349166084068736 43.66542972947224, 5.380955218504338 43.66542972947224))"
0000002,2021-04-02T10:40:21.000000Z,"POLYGON ((5.380312577487874 43.665811302432765, 5.380312577487874 43.68853102975437, 5.349099333168859 43.68853102975437, 5.349099333168859 43.665811302432765, 5.380312577487874 43.665811302432765))"
0000002,2021-01-17T10:42:59.000000Z,"POLYGON ((5.380312577487874 43.665811302432765, 5.380312577487874 43.68853102975437, 5.349099333168859 43.68853102975437, 5.349099333168859 43.665811302432765, 5.380312577487874 43.665811302432765))"
0000002,2020-10-11T10:30:31.000000Z,"POLYGON ((5.380312577487874 43.665811302432765, 5.380312577487874 43.68853102975437, 5.349099333168859 43.68853102975437, 5.349099333168859 43.665811302432765, 5.380312577487874 43.665811302432765))"
0000003,2021-01-03T10:14:11.000000Z,"POLYGON ((3.0364089296136023 13.069494786409926, 3.0364089296136023 13.092719395892626, 3.012717606536367 13.092719395892626, 3.012717606536367 13.069494786409926, 3.0364089296136023 13.069494786409926))"
0000003,2020-10-04T17:55:25.000000Z,"POLYGON ((3.036632259492817 13.069275856077768, 3.036632259492817 13.093028297594165, 3.012402497254736 13.093028297594165, 3.012402497254736 13.069275856077768, 3.036632259492817 13.069275856077768))"
0000003,2020-04-03T10:05:49.000000Z,"POLYGON ((3.0364089296136023 13.069494786409926, 3.0364089296136023 13.092719395892626, 3.012717606536367 13.092719395892626, 3.012717606536367 13.069494786409926, 3.0364089296136023 13.069494786409926))"
0000003,2021-01-01T18:03:35.000000Z,"POLYGON ((3.036632259492817 13.069275856077768, 3.036632259492817 13.093028297594165, 3.012402497254736 13.093028297594165, 3.012402497254736 13.069275856077768, 3.036632259492817 13.069275856077768))"
0000003,2020-09-30T10:07:29.000000Z,"POLYGON ((3.0364089296136023 13.069494786409926, 3.0364089296136023 13.092719395892626, 3.012717606536367 13.092719395892626, 3.012717606536367 13.069494786409926, 3.0364089296136023 13.069494786409926))"
0000003,2020-07-05T18:03:33.000000Z,"POLYGON ((3.036632259492817 13.069275856077768, 3.036632259492817 13.093028297594165, 3.012402497254736 13.093028297594165, 3.012402497254736 13.069275856077768, 3.036632259492817 13.069275856077768))"
0000003,2020-04-07T17:55:16.000000Z,"POLYGON ((3.036632259492817 13.069275856077768, 3.036632259492817 13.093028297594165, 3.012402497254736 13.093028297594165, 3.012402497254736 13.069275856077768, 3.036632259492817 13.069275856077768))"
0000003,2020-07-02T10:05:59.000000Z,"POLYGON ((3.0364089296136023 13.069494786409926, 3.0364089296136023 13.092719395892626, 3.012717606536367 13.092719395892626, 3.012717606536367 13.069494786409926, 3.0364089296136023 13.069494786409926))"
0000004,2020-04-18T05:24:55.000000Z,"POLYGON ((11.147120609488471 50.99777479197463, 11.147120609488471 51.02074418688592, 11.110579733140959 51.02074418688592, 11.110579733140959 50.99777479197463, 11.147120609488471 50.99777479197463))"
0000004,2020-01-21T17:07:32.000000Z,"POLYGON ((11.146984486989266 50.99777623140027, 11.146984486989266 51.02083007261639, 11.110577952098913 51.02083007261639, 11.110577952098913 50.99777623140027, 11.146984486989266 50.99777623140027))"
0000004,2020-10-21T05:26:04.000000Z,"POLYGON ((11.146984486989266 50.99777479197463, 11.146984486989266 51.02074418688592, 11.110577952098913 51.02074418688592, 11.110577952098913 50.99777479197463, 11.146984486989266 50.99777479197463))"
0000004,2020-09-28T10:20:31.000000Z,"POLYGON ((11.14638190847206 50.99815780436507, 11.14638190847206 51.02087753194037, 11.110503004522146 51.02087753194037, 11.110503004522146 50.99815780436507, 11.14638190847206 50.99815780436507))"
0000004,2020-06-23T10:30:31.000000Z,"POLYGON ((11.14638190847206 50.99815780436507, 11.14638190847206 51.02087753194037, 11.110503004522146 51.02087753194037, 11.110503004522146 50.99815780436507, 11.14638190847206 50.99815780436507))"
0000004,2020-04-09T10:25:59.000000Z,"POLYGON ((11.14638190847206 50.99815780436507, 11.14638190847206 51.02087753194037, 11.110503004522146 51.02087753194037, 11.110503004522146 50.99815780436507, 11.14638190847206 50.99815780436507))"
0000004,2020-01-17T10:22:49.000000Z,"POLYGON ((11.14638190847206 50.99815780436507, 11.14638190847206 51.02087753194037, 11.110503004522146 51.02087753194037, 11.110503004522146 50.99815780436507, 11.14638190847206 50.99815780436507))"
0000004,2020-07-20T17:00:04.000000Z,"POLYGON ((11.146593098881182 50.998024071501646, 11.146593098881182 51.02058034779943, 11.110972316542421 51.02058034779943, 11.110972316542421 50.998024071501646, 11.146593098881182 50.998024071501646))"
0000005,2020-09-04T07:16:21.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000005,2021-02-26T07:18:49.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000005,2021-05-22T07:16:21.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000005,2021-02-28T07:08:31.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000005,2021-06-06T07:16:19.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000005,2021-06-06T14:50:01.000000Z,"POLYGON ((49.839901779047054 26.478841866236284, 49.839901779047054 26.50232742663617, 49.81373044299705 26.50232742663617, 49.81373044299705 26.478841866236284, 49.839901779047054 26.478841866236284))"
0000005,2021-03-05T02:39:39.000000Z,"POLYGON ((49.839901779047054 26.478841866236284, 49.839901779047054 26.50232742663617, 49.81373044299705 26.50232742663617, 49.81373044299705 26.478841866236284, 49.839901779047054 26.478841866236284))"
0000005,2020-12-03T14:41:44.000000Z,"POLYGON ((49.839901779047054 26.47884236789299, 49.839901779047054 26.50241621987333, 49.81373044299705 26.50241621987333, 49.81373044299705 26.47884236789299, 49.839901779047054 26.47884236789299))"
0000005,2020-09-03T14:50:01.000000Z,"POLYGON ((49.839901779047054 26.478841866236284, 49.839901779047054 26.50232742663617, 49.81373044299705 26.50232742663617, 49.81373044299705 26.478841866236284, 49.839901779047054 26.478841866236284))"
0000005,2020-11-25T07:12:29.000000Z,"POLYGON ((49.83975748422287 26.478972341571836, 49.83975748422287 26.502196951300615, 49.81397387166991 26.502196951300615, 49.81397387166991 26.478972341571836, 49.83975748422287 26.478972341571836))"
0000006,2020-04-23T10:56:21.000000Z,"POLYGON ((2.4150851819260577 48.88339623443422, 2.4150851819260577 48.906115961928826, 2.379985064790476 48.906115961928826, 2.379985064790476 48.88339623443422, 2.4150851819260577 48.88339623443422))"
0000006,2021-01-15T10:54:11.000000Z,"POLYGON ((2.4150851819260577 48.88339623443422, 2.4150851819260577 48.906115961928826, 2.379985064790476 48.906115961928826, 2.379985064790476 48.88339623443422, 2.4150851819260577 48.88339623443422))"
0000006,2020-11-09T11:03:01.000000Z,"POLYGON ((2.4150851819260577 48.88339623443422, 2.4150851819260577 48.906115961928826, 2.379985064790476 48.906115961928826, 2.379985064790476 48.88339623443422, 2.4150851819260577 48.88339623443422))"
0000006,2020-08-06T10:56:19.000000Z,"POLYGON ((2.4150851819260577 48.88339623443422, 2.4150851819260577 48.906115961928826, 2.379985064790476 48.906115961928826, 2.379985064790476 48.88339623443422, 2.4150851819260577 48.88339623443422))"
0000006,2020-05-10T17:40:31.000000Z,"POLYGON ((2.415281615425065 48.882755138957165, 2.415281615425065 48.90624069996282, 2.379653676979174 48.90624069996282, 2.379653676979174 48.882755138957165, 2.415281615425065 48.882755138957165))"
0000006,2021-02-10T17:40:36.000000Z,"POLYGON ((2.415281615425065 48.882755138957165, 2.415281615425065 48.90624069996282, 2.379653676979174 48.90624069996282, 2.379653676979174 48.882755138957165, 2.415281615425065 48.882755138957165))"
0000006,2020-08-08T17:40:06.000000Z,"POLYGON ((2.4152823735953586 48.882755138957165, 2.4152823735953586 48.90624069996282, 2.379787873121175 48.90624069996282, 2.379787873121175 48.882755138957165, 2.4152823735953586 48.882755138957165))"
0000006,2020-11-09T06:06:46.000000Z,"POLYGON ((2.415281615425065 48.882755138957165, 2.415281615425065 48.90624069996282, 2.379653676979174 48.90624069996282, 2.379653676979174 48.882755138957165, 2.415281615425065 48.882755138957165))"
0000007,2021-08-22T09:14:04.000000Z,"POLYGON ((131.94307386988433 34.099533940668884, 131.94307386988433 34.12258778137278, 131.91540701886893 34.12258778137278, 131.91540701886893 34.099533940668884, 131.94307386988433 34.099533940668884))"
0000007,2021-07-30T01:56:59.000000Z,"POLYGON ((131.9426159452257 34.0999155136252, 131.9426159452257 34.12263524069571, 131.91535006306563 34.12263524069571, 131.91535006306563 34.0999155136252, 131.9426159452257 34.0999155136252))"
0000007,2021-05-06T01:56:51.000000Z,"POLYGON ((131.9426159452257 34.0999155136252, 131.9426159452257 34.12263524069571, 131.91535006306563 34.12263524069571, 131.91535006306563 34.0999155136252, 131.9426159452257 34.0999155136252))"
0000007,2021-01-31T01:59:19.000000Z,"POLYGON ((131.9426159452257 34.0999155136252, 131.9426159452257 34.12263524069571, 131.91535006306563 34.12263524069571, 131.91535006306563 34.0999155136252, 131.9426159452257 34.0999155136252))"
0000007,2020-11-17T01:59:51.000000Z,"POLYGON ((131.94263572221956 34.0999155136252, 131.94263572221956 34.12263524069571, 131.9159499652118 34.12263524069571, 131.9159499652118 34.0999155136252, 131.94263572221956 34.0999155136252))"
0000007,2020-11-20T21:08:36.000000Z,"POLYGON ((131.94307386988433 34.09953250124327, 131.94307386988433 34.12250189564422, 131.91540701886893 34.12250189564422, 131.91540701886893 34.09953250124327, 131.94307386988433 34.09953250124327))"
0000007,2021-02-17T21:16:43.000000Z,"POLYGON ((131.94317731507394 34.099533940668884, 131.94317731507394 34.12258778137278, 131.91540837235738 34.12258778137278, 131.91540837235738 34.099533940668884, 131.94317731507394 34.099533940668884))"
0000007,2021-05-19T21:08:35.000000Z,"POLYGON ((131.94307386988433 34.09953250124327, 131.94307386988433 34.12250189564422, 131.91540701886893 34.12250189564422, 131.91540701886893 34.09953250124327, 131.94307386988433 34.09953250124327))"
0000008,2021-02-08T18:05:09.000000Z,"POLYGON ((-110.95844382418315 31.722373473971683, -110.95844382418315 31.745598083811505, -110.9855767376921 31.745598083811505, -110.9855767376921 31.722373473971683, -110.95844382418315 31.722373473971683))"
0000008,2020-08-27T17:59:21.000000Z,"POLYGON ((-110.95844382418315 31.722373473971683, -110.95844382418315 31.745598083811505, -110.9855767376921 31.745598083811505, -110.9855767376921 31.722373473971683, -110.95844382418315 31.722373473971683))"
0000008,2020-05-29T17:59:21.000000Z,"POLYGON ((-110.95844382418315 31.722373473971683, -110.95844382418315 31.745598083811505, -110.9855767376921 31.745598083811505, -110.9855767376921 31.722373473971683, -110.95844382418315 31.722373473971683))"
0000008,2020-11-25T18:07:01.000000Z,"POLYGON ((-110.95844382418315 31.722373473971683, -110.95844382418315 31.745598083811505, -110.9855767376921 31.745598083811505, -110.9855767376921 31.722373473971683, -110.95844382418315 31.722373473971683))"
0000008,2020-05-27T13:20:19.000000Z,"POLYGON ((-110.95818805162554 31.722154543636158, -110.95818805162554 31.745906985517795, -110.9859376222597 31.745906985517795, -110.9859376222597 31.722154543636158, -110.95818805162554 31.722154543636158))"
0000008,2020-08-24T13:28:18.000000Z,"POLYGON ((-110.95818805162554 31.722154543636158, -110.95818805162554 31.745906985517795, -110.9859376222597 31.745906985517795, -110.9859376222597 31.722154543636158, -110.95818805162554 31.722154543636158))"
0000008,2020-11-28T13:28:19.000000Z,"POLYGON ((-110.95818805162554 31.722154543636158, -110.95818805162554 31.745906985517795, -110.9859376222597 31.745906985517795, -110.9859376222597 31.722154543636158, -110.95818805162554 31.722154543636158))"
0000008,2021-02-27T13:20:22.000000Z,"POLYGON ((-110.95818805162554 31.722154373878855, -110.95818805162554 31.745817183904336, -110.9859376222597 31.745817183904336, -110.9859376222597 31.722154373878855, -110.95818805162554 31.722154373878855))"
0000009,2020-11-01T00:56:30.000000Z,"POLYGON ((-101.75862527965846 17.305671570557042, -101.75862527965846 17.32906949809499, -101.78306912951018 17.32906949809499, -101.78306912951018 17.305671570557042, -101.75862527965846 17.305671570557042))"
0000009,2021-01-28T12:34:47.000000Z,"POLYGON ((-101.75862527965846 17.30558343995664, -101.75862527965846 17.329069000181995, -101.78306912951018 17.329069000181995, -101.78306912951018 17.30558343995664, -101.75862527965846 17.30558343995664))"
0000009,2021-04-30T00:56:28.000000Z,"POLYGON ((-101.75871700628295 17.305671570557042, -101.75871700628295 17.32906949809499, -101.7830696477397 17.32906949809499, -101.7830696477397 17.305671570557042, -101.75871700628295 17.305671570557042))"
0000009,2021-08-02T12:34:08.000000Z,"POLYGON ((-101.75862527965846 17.305671570557042, -101.75862527965846 17.32906949809499, -101.78306912951018 17.32906949809499, -101.78306912951018 17.305671570557042, -101.75862527965846 17.305671570557042))"
0000009,2020-10-06T17:11:09.000000Z,"POLYGON ((-101.7587610788243 17.30571391529122, -101.7587610788243 17.32893852484741, -101.78293333034433 17.32893852484741, -101.78293333034433 17.30571391529122, -101.7587610788243 17.30571391529122))"
0000009,2021-07-18T17:08:51.000000Z,"POLYGON ((-101.75929253395901 17.306224535412394, -101.75929253395901 17.328944262152138, -101.78293930175033 17.328944262152138, -101.78293930175033 17.306224535412394, -101.75929253395901 17.306224535412394))"
0000009,2021-04-29T17:08:51.000000Z,"POLYGON ((-101.75929253395901 17.306224535412394, -101.75929253395901 17.328944262152138, -101.78293930175033 17.328944262152138, -101.78293930175033 17.306224535412394, -101.75929253395901 17.306224535412394))"
0000009,2021-01-29T17:15:51.000000Z,"POLYGON ((-101.7587610788243 17.30571391529122, -101.7587610788243 17.32893852484741, -101.78293333034433 17.32893852484741, -101.78293333034433 17.30571391529122, -101.7587610788243 17.30571391529122))"
0000010,2020-09-10T17:15:00.000000Z,"POLYGON ((8.854677460520271 48.02575519782338, 8.854677460520271 48.04941800831402, 8.819513856848905 48.04941800831402, 8.819513856848905 48.02575519782338, 8.854677460520271 48.02575519782338))"
0000010,2020-03-12T05:34:57.000000Z,"POLYGON ((8.854677208256128 48.02575519782338, 8.854677208256128 48.04941800831402, 8.81938040911631 48.04941800831402, 8.81938040911631 48.02575519782338, 8.854677208256128 48.02575519782338))"
0000010,2020-02-21T10:20:41.000000Z,"POLYGON ((8.85435187159739 48.02597429792051, 8.85435187159739 48.04919890821688, 8.81983944577179 48.04919890821688, 8.81983944577179 48.02597429792051, 8.85435187159739 48.02597429792051))"
0000010,2020-05-21T10:20:31.000000Z,"POLYGON ((8.85435187159739 48.02597429792051, 8.85435187159739 48.04919890821688, 8.81983944577179 48.04919890821688, 8.81983944577179 48.02597429792051, 8.85435187159739 48.02597429792051))"
0000010,2020-12-13T05:35:06.000000Z,"POLYGON ((8.854677208256128 48.02584432423849, 8.854677208256128 48.04941817679495, 8.81938040911631 48.04941817679495, 8.81938040911631 48.02584432423849, 8.854677208256128 48.02584432423849))"
0000010,2020-06-10T05:34:03.000000Z,"POLYGON ((8.854677460520271 48.02584432423849, 8.854677460520271 48.04941817679495, 8.819513856848905 48.04941817679495, 8.819513856848905 48.02584432423849, 8.854677460520271 48.02584432423849))"
0000010,2020-11-27T10:24:01.000000Z,"POLYGON ((8.85435187159739 48.02597429792051, 8.85435187159739 48.04919890821688, 8.81983944577179 48.04919890821688, 8.81983944577179 48.02597429792051, 8.85435187159739 48.02597429792051))"
0000010,2020-09-08T10:20:31.000000Z,"POLYGON ((8.85435187159739 48.02597429792051, 8.85435187159739 48.04919890821688, 8.81983944577179 48.04919890821688, 8.81983944577179 48.02597429792051, 8.85435187159739 48.02597429792051))"
0000011,2020-10-10T13:51:19.000000Z,"POLYGON ((-58.493093680207004 -34.68454452520135, -58.493093680207004 -34.66131991657368, -58.5205433278782 -34.66131991657368, -58.5205433278782 -34.68454452520135, -58.493093680207004 -34.68454452520135))"
0000011,2021-03-24T13:51:11.000000Z,"POLYGON ((-58.493093680207004 -34.68454452520135, -58.493093680207004 -34.66131991657368, -58.5205433278782 -34.66131991657368, -58.5205433278782 -34.68454452520135, -58.493093680207004 -34.68454452520135))"
0000011,2021-01-07T09:06:35.000000Z,"POLYGON ((-58.492425596007415 -34.684586869933845, -58.492425596007415 -34.66118894333134, -58.5206946361464 -34.66118894333134, -58.5206946361464 -34.684586869933845, -58.492425596007415 -34.684586869933845))"
0000011,2021-07-12T09:07:16.000000Z,"POLYGON ((-58.492425596007415 -34.684586869933845, -58.492425596007415 -34.66118894333134, -58.5206946361464 -34.66118894333134, -58.5206946361464 -34.684586869933845, -58.492425596007415 -34.684586869933845))"
0000011,2021-04-07T09:07:11.000000Z,"POLYGON ((-58.49231911788125 -34.684586869933845, -58.49231911788125 -34.66118894333134, -58.52069403457507 -34.66118894333134, -58.52069403457507 -34.684586869933845, -58.49231911788125 -34.684586869933845))"
0000011,2021-06-17T13:51:19.000000Z,"POLYGON ((-58.493093680207004 -34.68454452520135, -58.493093680207004 -34.66131991657368, -58.5205433278782 -34.66131991657368, -58.5205433278782 -34.68454452520135, -58.493093680207004 -34.68454452520135))"
0000011,2021-03-19T13:51:09.000000Z,"POLYGON ((-58.493093680207004 -34.68454452520135, -58.493093680207004 -34.66131991657368, -58.5205433278782 -34.66131991657368, -58.5205433278782 -34.68454452520135, -58.493093680207004 -34.68454452520135))"
0000011,2021-01-08T13:51:09.000000Z,"POLYGON ((-58.493093680207004 -34.68454452520135, -58.493093680207004 -34.66131991657368, -58.5205433278782 -34.66131991657368, -58.5205433278782 -34.68454452520135, -58.493093680207004 -34.68454452520135))"
0000011,2020-10-09T09:07:15.000000Z,"POLYGON ((-58.492425596007415 -34.684586869933845, -58.492425596007415 -34.66118894333134, -58.5206946361464 -34.66118894333134, -58.5206946361464 -34.684586869933845, -58.492425596007415 -34.684586869933845))"
0000012,2020-12-26T05:52:41.000000Z,"POLYGON ((71.91273109420328 30.199274123430484, 71.91273109420328 30.221993850414965, 71.88660833576535 30.221993850414965, 71.88660833576535 30.199274123430484, 71.91273109420328 30.199274123430484))"
0000012,2020-07-04T05:46:39.000000Z,"POLYGON ((71.91273109420328 30.199274123430484, 71.91273109420328 30.221993850414965, 71.88660833576535 30.221993850414965, 71.88660833576535 30.199274123430484, 71.91273109420328 30.199274123430484))"
0000012,2020-04-05T05:46:39.000000Z,"POLYGON ((71.91273109420328 30.199274123430484, 71.91273109420328 30.221993850414965, 71.88660833576535 30.221993850414965, 71.88660833576535 30.199274123430484, 71.91273109420328 30.199274123430484))"
0000012,2020-04-01T01:16:23.000000Z,"POLYGON ((71.91326892858741 30.198806353137407, 71.91326892858741 30.22194526327658, 71.88666420043661 30.22194526327658, 71.88666420043661 30.198806353137407, 71.91326892858741 30.198806353137407))"
0000012,2020-07-05T13:12:09.000000Z,"POLYGON ((71.91326892858741 30.198806353137407, 71.91326892858741 30.22194526327658, 71.88666420043661 30.22194526327658, 71.88666420043661 30.198806353137407, 71.91326892858741 30.198806353137407))"
0000012,2020-10-05T01:08:31.000000Z,"POLYGON ((71.91326892858741 30.198892550475616, 71.91326892858741 30.221946391092217, 71.88666420043661 30.221946391092217, 71.88666420043661 30.198892550475616, 71.91326892858741 30.198892550475616))"
0000012,2021-01-02T01:16:31.000000Z,"POLYGON ((71.91326892858741 30.198806353137407, 71.91326892858741 30.22194526327658, 71.88666420043661 30.22194526327658, 71.88666420043661 30.198806353137407, 71.91326892858741 30.198806353137407))"
0000012,2020-10-02T05:46:49.000000Z,"POLYGON ((71.91273109420328 30.199274123430484, 71.91273109420328 30.221993850414965, 71.88660833576535 30.221993850414965, 71.88660833576535 30.199274123430484, 71.91273109420328 30.199274123430484))"
0000013,2020-07-07T22:50:49.000000Z,"POLYGON ((-74.19408785516578 39.85028905327662, -74.19408785516578 39.87377461399135, -74.22460352406908 39.87377461399135, -74.22460352406908 39.85028905327662, -74.19408785516578 39.85028905327662))"
0000013,2020-09-22T15:48:59.000000Z,"POLYGON ((-74.19425610233019 39.850419528613926, -74.19425610233019 39.87364413865405, -74.22431968724975 39.87364413865405, -74.22431968724975 39.850419528613926, -74.19425610233019 39.850419528613926))"
0000013,2020-06-14T15:48:19.000000Z,"POLYGON ((-74.19425610233019 39.850419528613926, -74.19425610233019 39.87364413865405, -74.22431968724975 39.87364413865405, -74.22431968724975 39.850419528613926, -74.19425610233019 39.850419528613926))"
0000013,2021-04-09T22:50:50.000000Z,"POLYGON ((-74.19408785516578 39.85028905327662, -74.19408785516578 39.87377461399135, -74.22460352406908 39.87377461399135, -74.22460352406908 39.85028905327662, -74.19408785516578 39.85028905327662))"
0000013,2021-01-07T15:46:29.000000Z,"POLYGON ((-74.19425610233019 39.850419528613926, -74.19425610233019 39.87364413865405, -74.22431968724975 39.87364413865405, -74.22431968724975 39.850419528613926, -74.19425610233019 39.850419528613926))"
0000013,2021-04-05T15:49:01.000000Z,"POLYGON ((-74.19425610233019 39.850419528613926, -74.19425610233019 39.87364413865405, -74.22431968724975 39.87364413865405, -74.22431968724975 39.850419528613926, -74.19425610233019 39.850419528613926))"
0000013,2020-07-06T15:39:11.000000Z,"POLYGON ((-74.19425610233019 39.850419528613926, -74.19425610233019 39.87364413865405, -74.22431968724975 39.87364413865405, -74.22431968724975 39.850419528613926, -74.19425610233019 39.850419528613926))"
0000013,2020-10-04T22:59:19.000000Z,"POLYGON ((-74.19408785516578 39.85028905327662, -74.19408785516578 39.87377461399135, -74.22460352406908 39.87377461399135, -74.22460352406908 39.85028905327662, -74.19408785516578 39.85028905327662))"
0000013,2021-01-03T22:50:51.000000Z,"POLYGON ((-74.19408785516578 39.85028905327662, -74.19408785516578 39.87377461399135, -74.22460352406908 39.87377461399135, -74.22460352406908 39.85028905327662, -74.19408785516578 39.85028905327662))"
0000014,2020-10-23T17:03:59.000000Z,"POLYGON ((-98.43789450146927 19.86148414918611, -98.43789450146927 19.884708758788243, -98.46243232153108 19.884708758788243, -98.46243232153108 19.86148414918611, -98.43789450146927 19.86148414918611))"
